caseidx,i11,caseidX,regionX,districtX,pov_likelihood,motherTogether,noReligion,female,spouseTogether,ageMarried,needToCOVID,unableToCOVID,unableCall7days,unableTrans7days,ct1a0,ct1b0,ct2a0,ct2b0,totExp7days,threatenPartner,hitPartner,logk10,severe_distress,tiredCOVID,awareofCOVID0,trustgovtCOVIDNos0,m110,m120,m130,m140,bd10,bd20,bd30,female0,akan0,married0,ageYrs0,jhs0,hhsize0,selfEmploy0,informal0,incomegrp0,self_hseWork0,Trt
44404,"Food insecurity[i.e., lack of consistent access to enough food going forward]",44404,Eastern,501,.80000001,0,0,1,0,25,1,1,0,0,4,3,1,3,0,1,1,3.2580965,0,1,1,3,2,3,2,1,,,,1,1,1,35,1,5,1,1,1,1,1
44409,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",44409,Eastern,501,2.2,1,0,0,1,24,1,1,1,1,7,10,0,0,715,1,1,2.5649493,0,0,1,4,1,4,3,3,,,,0,1,1,40,1,5,1,1,2,0,1
44412,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",44412,Eastern,501,11.7,0,0,0,1,34,0,0,1,0,15,30,0,0,491,1,1,2.3978953,0,1,1,4,1,5,5,3,,,,0,1,1,71,1,6,1,1,1,0,0
44413,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",44413,Eastern,501,.80000001,0,0,0,1,28,1,1,1,0,15,10,1,5,370,1,1,2.3978953,0,0,1,3,1,1,2,1,,,,0,1,1,35,1,4,1,1,2,0,0
44502,Other specify,44502,Eastern,502,19.6,0,0,0,1,20,0,0,0,0,7,2,0,0,261,2,1,2.3025851,0,0,1,4,1,5,5,4,,,,0,1,1,51,0,9,1,1,1,0,0
44602,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",44602,Eastern,502,19.6,0,0,0,1,20,0,0,0,0,2,2,0,0,234,1,1,2.3978953,0,0,1,4,1,5,4,3,,,,0,1,1,45,1,8,1,1,2,0,2
44703,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",44703,Eastern,503,53.299999,0,0,0,1,28,1,1,1,1,15,20,0,0,405,1,1,2.9444389,0,1,1,4,1,3,3,2,,,,0,0,1,52,1,8,1,1,2,0,0
45001,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45001,Eastern,504,4.3000002,0,0,0,1,,1,1,1,1,5,3,0,0,345,1,1,2.4849067,0,1,1,4,1,4,3,2,,,,0,0,1,54,1,6,1,1,1,0,1
45008,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45008,Eastern,504,11.7,0,0,0,1,23,0,0,0,0,34,20,1,10,355,1,1,2.5649493,0,0,1,3,2,4,3,3,,,,0,1,1,34,1,6,0,1,2,0,2
45102,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",45102,Eastern,505,11.7,0,0,0,1,27,0,1,1,1,5,2,0,0,1635,1,1,3.4011974,1,1,1,3,1,2,2,2,,,,0,0,1,59,1,8,1,1,1,0,2
45105,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45105,Eastern,505,7.1999998,0,0,0,1,25,1,0,0,0,15,25,0,0,115,1,1,2.7725887,0,1,1,1,1,5,2,4,,,,0,1,0,29,1,1,0,0,3,1,2
45107,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45107,Eastern,505,19.6,0,0,0,1,22,1,1,1,1,15,20,35,50,325,1,1,2.9957323,0,1,1,3,2,4,2,3,,,,0,0,1,58,1,7,1,1,2,0,0
45110,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45110,Eastern,505,4.3000002,0,0,0,1,24,1,0,0,0,13,6,0,0,265,1,1,2.9957323,0,1,1,3,2,4,3,3,,,,1,0,1,35,1,11,0,0,1,1,0
45208,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45208,Eastern,505,19.6,0,0,1,0,23,0,0,1,0,1,3,0,0,228,1,1,2.5649493,0,0,1,4,1,4,3,3,,,,1,1,1,37,1,9,0,0,1,0,1
45307,Other specify,45307,Eastern,506,11.7,0,0,0,1,25,0,0,0,0,20,15,0,0,75,1,1,2.3978953,0,0,1,4,1,5,5,2,,,,0,0,0,40,1,7,1,1,1,1,1
45308,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45308,Eastern,506,19.6,0,0,0,1,22,0,0,1,0,5,10,0,0,236,1,1,2.5649493,0,1,1,4,2,3,3,3,,,,0,1,1,33,1,5,1,1,1,0,0
45512,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45512,Eastern,506,29,0,0,0,1,25,0,0,0,0,30,3,0,0,220,1,1,2.3978953,0,0,1,4,1,5,5,4,,,,0,0,1,54,1,4,1,1,1,0,1
45604,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45604,Eastern,507,7.1999998,0,0,0,1,25,1,0,0,0,16,15,0,0,155,1,1,2.3025851,0,1,1,4,1,5,5,3,,,,0,1,0,30,1,1,0,1,1,1,2
45705,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45705,Eastern,508,29,0,0,0,1,20,0,0,0,0,10,5,0,0,100,1,1,2.3978953,0,0,1,4,1,5,5,2,,,,0,0,0,25,0,3,1,1,1,1,0
45911,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",45911,Eastern,509,29,0,0,0,1,22,1,0,0,0,25,10,0,0,153,1,1,2.6390574,0,1,1,4,2,5,3,3,,,,0,0,1,52,1,6,1,1,2,0,2
45913,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",45913,Eastern,509,7.1999998,0,0,0,1,25,0,0,0,0,30,20,0,0,400,1,1,2.5649493,0,0,1,4,1,5,5,3,,,,0,0,1,53,1,2,1,1,1,0,2
46010,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46010,Eastern,510,53.299999,0,0,1,0,23,0,0,1,0,5,2,0,0,73,1,1,2.6390574,0,1,1,4,2,5,5,3,,,,1,0,1,49,0,10,0,0,1,1,1
46115,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46115,Eastern,510,19.6,0,0,0,1,30,0,0,1,0,3,5,0,0,220,1,1,2.5649493,0,0,1,4,1,5,4,3,,,,0,0,1,28,0,12,0,1,1,1,0
46503,"Food insecurity[i.e., lack of consistent access to enough food going forward]",46503,Eastern,512,63.799999,0,0,0,1,35,1,1,1,1,5,4,0,0,155,1,1,2.4849067,0,0,1,3,1,3,3,3,,,,0,1,1,71,1,10,0,1,2,0,1
46508,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46508,Eastern,512,53.299999,0,0,1,0,18,0,0,0,0,10,5,1,5,240,1,1,2.5649493,0,0,1,4,1,5,5,3,,,,1,1,0,43,1,7,1,1,1,1,2
46513,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46513,Eastern,512,11.7,0,0,0,1,26,0,0,0,0,15,10,5,28,207,1,1,2.3025851,0,0,1,4,1,5,5,3,,,,0,1,1,34,1,9,1,1,1,0,2
46714,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46714,Eastern,512,11.7,0,1,0,1,22,1,0,0,0,35,15,0,0,50,1,1,2.4849067,0,1,1,1,2,5,4,3,,,,0,0,0,34,0,1,1,1,1,1,0
46807,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46807,Eastern,513,29,0,0,0,1,25,1,1,1,1,14,10,5,7,255,1,1,2.9957323,0,1,1,3,2,2,3,2,,,,0,0,1,50,1,9,1,1,1,0,1
46902,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",46902,Eastern,513,7.1999998,0,0,0,1,31,0,0,1,0,10,10,0,0,294,1,1,2.7080503,0,1,1,4,1,5,3,3,,,,0,1,0,51,1,4,0,0,1,0,2
47303,Other specify,47303,Eastern,515,19.6,0,0,0,1,30,0,0,0,0,15,20,0,0,120,1,1,2.4849067,0,0,1,2,1,5,5,3,,,,0,1,1,68,1,13,0,0,1,0,1
47308,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47308,Eastern,515,29,0,0,0,1,28,1,1,1,1,25,10,25,50,655,1,1,2.9444389,0,1,1,4,1,4,2,2,,,,0,1,1,54,1,6,1,1,2,0,0
47401,"Food insecurity[i.e., lack of consistent access to enough food going forward]",47401,Eastern,515,29,0,0,0,1,21,1,1,1,1,20,10,5,15,4060,2,1,2.7725887,0,1,1,4,2,4,2,2,,,,0,1,1,43,1,8,0,0,3,0,1
47507,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47507,Eastern,516,53.299999,0,0,0,1,23,0,0,1,0,1,1,0,0,130,1,1,2.7725887,0,0,1,4,1,5,3,2,,,,0,1,1,30,1,6,1,1,1,0,2
47614,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47614,Eastern,516,29,0,0,1,0,22,0,0,0,0,20,5,0,0,204,1,1,2.5649493,0,0,1,2,1,5,4,3,,,,1,1,1,35,1,7,1,1,1,1,0
47615,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47615,Eastern,516,4.3000002,0,0,0,1,28,1,1,1,1,6,10,0,0,135,1,1,2.8903718,0,1,1,4,2,2,2,3,,,,0,1,1,44,1,6,0,1,1,0,1
47706,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47706,Eastern,516,.80000001,0,0,0,1,32,0,0,0,0,40,13,1,2,392,1,1,2.3978953,0,0,1,4,1,5,5,5,,,,0,1,1,38,1,6,1,1,2,0,0
47707,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47707,Eastern,516,7.1999998,0,0,0,1,24,1,1,1,1,11,10,5,2,945,1,1,2.8903718,0,1,1,4,3,2,2,2,,,,0,1,1,57,1,3,1,1,2,0,2
47814,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47814,Eastern,517,19.6,0,0,0,1,23,1,1,0,0,35,20,0,0,273,2,1,2.5649493,0,1,1,3,1,1,4,4,,,,0,0,1,38,0,5,1,1,2,0,2
47906,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47906,Eastern,517,19.6,0,0,0,1,24,1,1,1,1,15,10,5,15,400,2,1,3.4011974,1,1,1,4,3,3,2,1,,,,0,0,1,45,1,8,1,1,2,0,1
47915,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",47915,Eastern,517,4.3000002,0,0,0,1,32,1,1,1,1,25,30,0,0,315,1,1,3.2188759,0,1,1,3,3,4,3,3,,,,0,0,1,54,1,4,0,1,1,0,0
48109,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",48109,Eastern,518,19.6,0,0,1,0,22,1,1,0,0,3,3,0,0,140,1,1,2.9957323,0,0,1,3,3,4,5,4,,,,1,1,0,70,0,3,1,1,1,0,0
48303,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",48303,Eastern,519,4.3000002,0,0,1,1,18,1,1,1,1,5,2,0,0,370,1,1,2.8903718,0,1,1,4,2,3,2,2,,,,1,0,1,63,1,6,1,1,1,1,1
48314,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",48314,Eastern,519,11.7,0,1,0,1,52,1,1,0,0,25,30,15,50,450,1,1,3.0445225,0,1,1,4,2,4,3,3,,,,0,0,1,45,0,12,1,1,3,0,2
48907,Other specify,48907,Eastern,522,40.200001,0,0,0,1,32,0,0,0,0,15,10,0,0,407,1,1,2.4849067,0,0,1,4,1,4,4,3,,,,0,1,1,50,1,8,1,1,1,0,1
48915,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",48915,Eastern,522,11.7,0,0,0,1,26,0,0,1,0,0,0,0,0,217,1,1,2.3978953,0,0,1,4,1,4,3,3,,,,0,1,1,54,1,7,1,1,1,0,0
49107,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",49107,Eastern,523,4.3000002,0,0,0,1,25,0,0,0,0,7,0,0,0,160,1,1,2.4849067,0,0,1,1,1,5,5,4,,,,0,0,1,59,1,4,0,1,2,0,0
49309,"Food insecurity[i.e., lack of consistent access to enough food going forward]",49309,Eastern,524,11.7,0,0,0,1,28,1,1,1,1,25,35,0,0,920,1,1,3.1354942,0,1,1,4,1,1,3,2,,,,0,0,1,54,1,11,1,1,2,0,0
49311,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",49311,Eastern,524,11.7,0,0,0,1,19,0,0,1,0,10,8,0,0,115,1,1,2.7080503,0,1,1,2,2,4,4,3,,,,1,1,1,43,0,6,0,0,1,1,2
49404,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",49404,Eastern,524,53.299999,0,0,0,1,20,1,1,1,1,5,2,0,0,85,1,1,2.3978953,0,1,1,4,1,4,4,2,,,,0,0,1,66,0,8,1,1,2,0,0
49501,Other specify,49501,Eastern,525,4.3000002,0,1,0,1,22,0,0,0,0,60,70,0,0,970,1,1,2.3978953,0,0,1,4,1,5,5,4,,,,0,1,1,59,1,4,1,1,2,1,0
49515,Other specify,49515,Eastern,525,4.3000002,0,0,1,0,30,0,0,1,0,3,1,0,0,108,1,1,2.4849067,0,0,1,4,1,5,5,3,,,,1,1,1,60,1,3,1,1,1,1,2
49615,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",49615,Eastern,525,2.2,0,0,0,1,25,0,0,0,0,20,5,0,0,115,1,1,2.4849067,0,1,1,4,1,5,4,3,,,,0,1,1,39,1,8,1,1,1,0,1
49715,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",49715,Eastern,526,66.800003,0,0,0,1,27,1,1,1,1,12,5,0,0,255,2,1,3.0445225,0,1,1,4,2,4,3,2,,,,0,0,1,48,0,7,1,1,1,0,2
49808,Other specify,49808,Eastern,526,40.200001,0,0,0,1,35,0,0,0,0,10,7,0,0,345,1,1,2.3025851,0,0,1,4,1,5,5,3,,,,0,0,1,48,1,11,1,1,1,0,1
50011,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",50011,Ashanti,601,11.7,0,0,1,1,22,1,1,1,0,12,10,0,0,60,1,1,2.8903718,0,0,1,4,1,3,3,2,,,,1,1,1,32,1,7,1,1,1,1,0
50013,"Food insecurity[i.e., lack of consistent access to enough food going forward]",50013,Ashanti,601,11.7,0,0,0,1,20,0,0,1,1,0,0,0,0,2200,2,1,3.9120231,1,0,1,2,5,5,5,5,,,,0,1,1,65,1,9,1,1,1,0,1
50209,"Food insecurity[i.e., lack of consistent access to enough food going forward]",50209,Ashanti,605,40.200001,0,0,0,1,22,1,0,1,1,5,5,0,0,225,1,1,2.9444389,0,0,1,4,2,3,3,3,,,,0,0,1,55,1,6,1,1,2,0,2
50308,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",50308,Ashanti,605,1.1,0,0,0,1,23,1,0,1,1,84,40,0,0,280,1,1,2.7080503,0,0,1,4,1,3,2,2,,,,0,1,1,78,1,5,0,1,1,0,0
50312,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",50312,Ashanti,605,4.3000002,0,0,1,1,,1,1,1,1,15,10,0,0,1120,1,1,2.7080503,0,1,1,4,1,3,3,2,,,,1,1,1,35,1,5,1,1,1,1,0
50406,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",50406,Ashanti,605,1.1,0,0,0,1,20,0,0,0,0,0,0,0,0,80,1,1,2.4849067,0,0,1,2,1,1,1,1,,,,0,0,1,48,0,7,1,1,3,0,1
50501,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",50501,Ashanti,605,7.1999998,0,0,0,1,30,1,1,1,1,15,20,0,0,395,1,1,3.0910425,0,1,1,4,2,2,2,4,,,,0,0,1,53,1,5,0,1,1,0,1
50511,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",50511,Ashanti,605,7.1999998,0,0,0,1,24,1,0,0,0,15,5,0,0,450,1,1,3.1354942,0,0,1,3,2,3,1,1,,,,1,1,0,39,1,6,1,1,1,1,2
50515,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",50515,Ashanti,605,2.2,0,0,0,1,25,1,0,1,0,56,12,0,0,294,1,1,2.3025851,0,0,1,4,1,1,5,2,,,,0,1,1,66,1,7,0,0,2,1,2
50805,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",50805,Ashanti,611,1.1,0,0,0,1,26,1,1,1,1,0,0,0,0,180,1,1,3.0445225,0,1,1,1,2,4,3,2,,,,0,0,1,47,1,5,1,1,2,0,1
50815,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",50815,Ashanti,611,40.200001,0,0,1,0,21,1,1,1,1,4,10,0,0,1200,1,1,3.2580965,0,0,1,4,2,3,3,1,,,,1,1,0,60,1,12,1,1,1,1,1
51006,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",51006,Ashanti,614,11.7,0,0,0,1,22,1,1,0,0,15,10,0,0,280,1,1,2.7725887,0,0,1,4,2,3,3,4,,,,0,1,1,59,1,9,1,1,1,0,0
51301,"Food insecurity[i.e., lack of consistent access to enough food going forward]",51301,Ashanti,614,4.3000002,0,0,0,1,37,1,0,0,0,12,10,0,0,530,1,1,2.9957323,0,0,1,4,1,4,2,2,,,,0,1,1,45,1,9,1,1,1,0,1
51310,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",51310,Ashanti,614,1.1,0,0,0,1,23,1,1,1,1,5,2,0,0,0,1,1,3.1354942,0,1,1,4,1,5,2,1,,,,0,0,1,54,0,4,1,1,1,0,0
52014,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",52014,Ashanti,614,19.6,0,0,1,0,20,1,0,1,0,10,5,0,0,120,1,1,2.5649493,0,0,1,4,1,4,3,3,,,,1,1,1,55,1,7,1,1,1,1,2
52301,"Food insecurity[i.e., lack of consistent access to enough food going forward]",52301,Ashanti,614,2.2,0,0,1,0,20,1,1,1,1,8,5,0,0,700,1,1,3.6109178,1,1,1,4,4,2,2,2,,,,1,0,0,68,1,8,0,1,1,0,0
52402,"Food insecurity[i.e., lack of consistent access to enough food going forward]",52402,Ashanti,614,7.1999998,0,0,1,0,22,1,1,0,0,15,3,0,0,210,1,1,3.1780539,0,0,1,4,1,3,2,1,,,,1,1,1,46,1,7,1,1,1,1,2
53303,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",53303,Ashanti,614,.30000001,0,0,0,0,27,1,0,1,0,20,20,0,0,631,1,1,3.1780539,0,1,1,4,5,1,5,5,,,,0,0,1,58,1,5,0,1,2,0,1
53304,"Food insecurity[i.e., lack of consistent access to enough food going forward]",53304,Ashanti,614,7.1999998,0,0,0,1,19,1,1,1,1,25,15,2,10,575,2,1,3.3322046,0,1,1,4,1,3,3,2,,,,0,1,1,42,1,8,1,1,1,0,2
53306,"Food insecurity[i.e., lack of consistent access to enough food going forward]",53306,Ashanti,614,11.7,0,0,1,0,19,1,1,0,0,10,11,0,0,257,1,1,2.8332133,0,0,1,4,1,4,4,2,,,,1,1,1,41,1,5,1,1,1,1,1
53313,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",53313,Ashanti,614,29,0,0,0,1,20,1,1,1,0,7,20,0,0,950,1,1,2.5649493,0,1,1,2,1,4,1,1,,,,0,1,1,54,1,4,1,1,1,0,0
53815,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",53815,Ashanti,614,29,0,0,0,1,24,1,1,0,0,10,10,0,0,120,1,1,3.0445225,0,0,1,4,2,3,1,1,,,,1,0,1,28,0,5,0,1,2,1,0
53901,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",53901,Ashanti,614,19.6,0,0,0,1,26,1,0,0,0,15,10,0,0,258,1,2,2.9957323,0,0,1,3,1,4,4,2,,,,0,1,1,40,1,6,1,1,1,0,2
53913,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",53913,Ashanti,614,11.7,0,0,1,0,16,0,0,0,0,10,3,0,0,150,1,1,2.5649493,0,0,1,4,2,5,1,1,,,,1,0,1,35,1,4,1,1,1,1,1
54001,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54001,Ashanti,614,40.200001,0,0,0,1,25,1,1,0,0,6,5,0,0,490,1,1,2.8332133,0,1,1,3,1,3,1,1,,,,0,0,1,67,1,18,1,1,1,0,0
54008,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54008,Ashanti,614,19.6,0,0,0,1,25,0,0,0,0,10,10,0,0,205,1,1,3.5553482,1,0,1,4,4,3,3,1,,,,0,0,1,60,1,7,1,1,1,0,2
54210,,54210,Ashanti,614,4.3000002,0,0,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,1,,0,0,,,0
54612,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54612,Ashanti,614,7.1999998,0,0,0,1,34,0,0,1,1,8,10,0,0,300,1,1,3.5263605,1,0,1,4,2,5,1,1,,,,0,1,1,50,1,8,1,1,1,0,2
54709,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54709,Ashanti,614,19.6,0,0,0,1,24,0,0,1,1,10,5,0,0,300,1,1,2.9957323,0,0,1,4,1,5,1,1,,,,0,1,1,39,1,6,1,1,1,0,0
54802,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54802,Ashanti,614,11.7,0,0,0,1,24,1,1,1,1,7,10,0,0,220,1,1,3.2958369,0,1,1,4,3,4,3,3,,,,0,1,1,54,1,9,1,1,1,0,1
54903,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54903,Ashanti,614,1.1,0,0,0,1,29,0,0,0,0,58,100,30,0,340,2,1,2.6390574,0,0,1,2,1,1,3,1,,,,0,0,1,38,1,4,1,1,2,0,1
54907,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",54907,Ashanti,614,1.1,0,0,0,1,26,0,0,1,1,42,8,0,0,271,1,1,3.2188759,0,1,1,4,2,3,1,1,,,,0,1,1,66,1,4,0,0,1,0,2
55007,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",55007,Ashanti,614,.80000001,0,0,0,1,28,1,0,0,0,20,5,0,0,300,1,1,2.8332133,0,0,1,3,1,3,4,3,,,,0,1,1,46,1,7,1,1,1,0,1
55201,"Food insecurity[i.e., lack of consistent access to enough food going forward]",55201,Ashanti,614,11.7,0,0,1,0,20,1,0,0,0,12,10,0,0,400,1,1,2.5649493,0,0,1,4,1,3,2,2,,,,1,1,0,49,1,8,1,1,1,1,1
55202,"Food insecurity[i.e., lack of consistent access to enough food going forward]",55202,Ashanti,614,2.2,0,0,0,1,22,1,1,1,1,14,25,0,0,330,1,1,2.6390574,0,1,1,4,1,3,3,3,,,,0,0,1,46,1,6,0,1,2,0,2
55215,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",55215,Ashanti,614,11.7,0,0,0,1,20,1,1,1,1,42,20,5,20,690,1,1,3.2188759,0,1,1,4,2,3,3,3,,,,0,1,1,48,1,8,1,1,2,0,1
55501,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",55501,Ashanti,618,40.200001,0,1,0,1,,1,1,1,0,10,0,0,0,81,1,1,2.9444389,0,0,1,4,1,3,4,2,,,,0,0,1,46,1,7,0,0,1,0,0
55506,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",55506,Ashanti,618,19.6,0,0,1,0,20,1,0,1,0,0,0,0,0,225,1,1,3.2580965,0,0,1,4,2,4,4,1,,,,1,1,0,44,1,8,1,1,1,1,1
55611,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",55611,Ashanti,619,40.200001,0,0,0,1,19,1,0,0,0,50,30,0,0,350,1,1,2.6390574,0,0,1,3,1,4,3,2,,,,0,1,1,56,1,8,1,0,1,0,0
55705,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",55705,Ashanti,619,19.6,1,0,0,1,22,0,0,1,0,20,30,0,0,0,1,1,3.2580965,0,0,1,4,1,5,1,1,,,,0,1,1,66,1,11,1,1,1,0,1
56011,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",56011,Ashanti,622,53.299999,0,0,0,1,35,1,1,1,1,0,0,0,0,100,1,1,2.8903718,0,0,1,4,1,3,1,1,,,,0,0,1,50,0,10,1,0,1,0,1
56013,"Food insecurity[i.e., lack of consistent access to enough food going forward]",56013,Ashanti,622,11.7,0,0,0,1,23,1,1,0,0,15,15,0,0,280,2,1,2.9957323,0,0,1,4,1,3,4,4,,,,0,0,1,28,1,4,1,1,1,0,2
56105,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",56105,Ashanti,623,4.3000002,0,0,0,1,23,1,0,0,0,20,10,0,0,265,1,1,2.5649493,0,0,1,4,1,3,2,2,,,,0,0,1,27,1,3,1,1,1,0,2
56111,Other specify,56111,Ashanti,623,.30000001,0,0,0,1,27,0,0,0,0,20,20,0,0,258,1,1,2.6390574,0,0,1,4,1,1,1,1,,,,0,0,1,31,1,4,1,1,2,1,0
56407,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",56407,Ashanti,627,29,0,0,0,1,24,0,0,1,1,20,10,0,0,535,1,1,2.7725887,0,0,1,4,1,5,2,1,,,,0,0,1,32,0,12,1,1,1,0,1
56413,"Food insecurity[i.e., lack of consistent access to enough food going forward]",56413,Ashanti,627,53.299999,0,0,0,1,21,1,1,1,1,6,60,3,20,950,2,1,2.8903718,0,1,1,2,1,3,2,1,,,,0,0,1,34,0,8,1,1,2,0,0
